Id,OverallQual,YearBuilt,TotalBsmtSF,Electrical,GrLivArea,FullBath,GarageType,GarageCars,GarageArea,Fence,MiscFeature,SalePrice
1074,7,2006,868,SBrkr,2021,2,BuiltIn,2,422,NA,NA,274725
1075,6,2000,924,SBrkr,1690,2,Attchd,2,463,NA,NA,181000
1076,8,2004,1836,SBrkr,1836,2,Attchd,3,862,NA,NA,280000
1077,6,1995,773,SBrkr,1658,2,Attchd,2,431,NA,NA,188000
1078,7,1976,803,SBrkr,1964,2,Attchd,2,483,NA,NA,205000
1079,5,1957,816,FuseA,816,1,Detchd,1,308,NA,NA,129900
1080,5,1953,1008,SBrkr,1008,1,Attchd,1,240,NA,NA,134500
1081,5,1954,833,SBrkr,833,1,Detchd,1,326,MnPrv,NA,117000
1082,8,2007,1734,SBrkr,1734,2,Attchd,3,928,NA,NA,318000
1083,8,2002,408,SBrkr,1419,2,BuiltIn,2,527,NA,NA,184100
1084,5,1967,894,SBrkr,894,1,Attchd,2,450,NA,NA,130000
1085,5,1958,533,SBrkr,1601,1,BuiltIn,1,300,NA,NA,140000
1086,5,1959,1040,FuseA,1040,1,Attchd,1,286,GdWo,NA,133700
1087,6,1920,1012,FuseA,1012,1,Detchd,1,308,MnPrv,NA,118400
1088,7,2005,1552,SBrkr,1552,2,Attchd,3,782,NA,NA,212900
1089,4,1956,672,FuseA,960,1,Basment,1,288,MnPrv,NA,112000
1090,5,1947,698,SBrkr,698,1,NA,0,0,NA,NA,118000
1091,7,1992,384,SBrkr,1482,2,Attchd,2,392,NA,NA,163900
1092,4,1955,1005,SBrkr,1005,1,Detchd,2,672,NA,NA,115000
1093,7,2007,1373,SBrkr,1555,2,Attchd,3,660,NA,NA,174000
1094,7,2004,1530,SBrkr,1530,2,Attchd,3,630,NA,NA,259000
1095,7,2004,847,SBrkr,1959,2,BuiltIn,2,434,NA,NA,215000
1096,5,1980,936,SBrkr,936,1,Detchd,2,672,NA,NA,140000
1097,4,1928,1122,SBrkr,1981,2,Detchd,2,576,MnPrv,NA,135000
1098,5,1991,974,SBrkr,974,1,NA,0,0,MnPrv,NA,93500
1099,6,1880,1008,SBrkr,2210,2,Detchd,1,205,NA,NA,117500
1100,8,1995,1128,SBrkr,2020,2,Attchd,2,466,NA,NA,239500
1101,6,1997,916,SBrkr,1600,2,Attchd,2,460,NA,NA,169000
1102,6,1926,960,SBrkr,986,1,Detchd,1,180,NA,NA,102000
1103,6,1950,1032,FuseA,1252,1,Attchd,1,288,NA,NA,119000
1104,5,1875,780,SBrkr,1020,1,NA,0,0,NA,NA,94000
1105,6,1977,1567,SBrkr,1567,2,Attchd,2,714,NA,NA,196000
1106,5,1951,952,SBrkr,952,1,Detchd,2,840,NA,NA,139000
1107,5,1976,780,SBrkr,1868,2,Attchd,2,484,NA,NA,197500
1108,8,2006,1466,SBrkr,2828,3,BuiltIn,3,1052,NA,NA,424870
1109,5,1959,1006,SBrkr,1006,1,NA,0,0,NA,NA,80000
1110,4,1941,672,FuseA,924,1,Detchd,1,280,MnPrv,NA,80000
1111,5,1928,1042,SBrkr,1576,1,Detchd,1,225,NA,NA,149000
1112,6,1985,1298,SBrkr,1298,2,Attchd,2,403,NA,NA,180000
1113,7,1941,704,SBrkr,1564,1,Attchd,1,234,NA,NA,174500
1114,7,1926,572,SBrkr,1111,1,Detchd,1,288,NA,NA,116900
1115,7,1920,650,SBrkr,1482,1,Detchd,2,324,NA,NA,143000
1116,6,1950,932,FuseA,932,1,NA,1,306,GdPrv,NA,124000
1117,5,1959,1466,SBrkr,1466,1,Attchd,2,528,NA,NA,149900
1118,6,1956,1073,SBrkr,1811,1,Attchd,2,470,NA,NA,230000
1119,6,1930,816,SBrkr,816,1,Detchd,1,432,NA,NA,120500
1120,7,1965,864,SBrkr,1820,1,Attchd,2,492,GdPrv,NA,201800
1121,5,1976,1437,SBrkr,1437,2,Attchd,2,528,NA,NA,218000
1122,5,1965,1219,SBrkr,1265,2,Attchd,2,502,MnPrv,NA,179900
1123,7,2007,1314,SBrkr,1314,2,Attchd,2,626,NA,NA,230000
1124,8,2007,1580,SBrkr,1580,2,Attchd,3,830,NA,NA,235128
1125,6,1974,901,SBrkr,1876,2,Attchd,2,540,NA,NA,185000
1126,6,1978,855,SBrkr,1456,2,Attchd,2,440,NA,NA,146000
1127,6,1954,1296,SBrkr,1640,1,Detchd,2,924,NA,NA,224000
1128,5,1968,894,SBrkr,894,1,Attchd,2,450,NA,NA,129000
1129,4,1969,1198,SBrkr,1258,0,CarPort,2,400,NA,NA,108959
1130,5,1978,1360,SBrkr,1432,1,Attchd,2,588,NA,NA,194000
1131,7,2009,1502,SBrkr,1502,2,Attchd,2,644,NA,NA,233170
1132,8,2008,1694,SBrkr,1694,2,Attchd,3,776,NA,NA,245350
1133,6,2000,959,SBrkr,1671,2,Attchd,2,472,NA,NA,173000
1134,6,1935,1127,SBrkr,2108,2,Basment,2,540,NA,NA,235000
1135,10,1995,1930,SBrkr,3627,3,Attchd,3,807,NA,NA,625000
1136,6,1977,1096,SBrkr,1118,1,Attchd,1,358,GdPrv,NA,171000
1137,6,1958,1261,SBrkr,1261,1,Attchd,2,433,NA,Shed,163000
1138,7,2006,625,SBrkr,1250,2,Detchd,2,625,NA,NA,171900
1139,5,1946,1598,SBrkr,3086,3,NA,0,0,MnPrv,NA,200500
1140,6,1932,952,SBrkr,2345,2,Detchd,2,360,NA,NA,239000
1141,8,1992,1683,SBrkr,2872,2,Attchd,2,541,NA,NA,285000
1142,5,1984,876,SBrkr,923,1,Attchd,1,264,MnPrv,NA,119500
1143,6,1926,818,SBrkr,1224,1,Detchd,1,210,NA,NA,115000
1144,5,1921,731,SBrkr,1343,1,Detchd,1,186,NA,NA,154900
1145,5,1954,0,SBrkr,1124,1,NA,0,0,NA,NA,93000
1146,7,1990,1216,SBrkr,2514,2,Attchd,2,693,GdPrv,NA,250000
1147,8,2008,1600,SBrkr,1652,2,Attchd,2,482,NA,NA,392500
1148,10,1996,2396,SBrkr,4476,3,Attchd,3,813,MnPrv,NA,745000
1149,5,1920,1120,SBrkr,1130,1,Detchd,2,720,NA,NA,120000
1150,5,1963,1572,SBrkr,1572,1,2Types,3,995,NA,NA,186700
1151,5,1924,784,SBrkr,1221,1,Attchd,1,392,NA,NA,104900
1152,3,1900,978,SBrkr,1699,2,CarPort,2,420,NA,NA,95000
1153,8,1994,1624,SBrkr,1624,2,Attchd,3,757,GdPrv,NA,262000
1154,7,2002,831,SBrkr,1660,2,Attchd,2,493,NA,NA,195000
1155,7,1999,994,SBrkr,1804,2,Attchd,2,442,NA,NA,189000
1156,4,1961,1249,SBrkr,1622,1,2Types,4,1356,NA,NA,168000
1157,8,1999,776,SBrkr,1441,2,Detchd,2,492,NA,NA,174000
1158,5,1925,702,SBrkr,1472,1,Detchd,1,250,GdWo,NA,125000
1159,6,1999,1224,SBrkr,1224,2,Attchd,2,402,NA,NA,165000
1160,6,1969,663,SBrkr,1352,1,NA,1,299,MnPrv,NA,158000
1161,6,2005,728,SBrkr,1456,2,Attchd,2,400,NA,NA,176000
1162,7,2006,879,SBrkr,1863,2,BuiltIn,3,660,NA,NA,219210
1163,7,1916,815,SBrkr,1690,1,Detchd,1,225,NA,NA,144000
1164,7,2001,1212,SBrkr,1212,2,Attchd,2,573,NA,NA,178000
1165,4,1963,1051,SBrkr,1382,1,Attchd,2,459,NA,NA,148000
1166,4,1970,864,SBrkr,864,1,Attchd,1,280,NA,Shed,116050
1167,7,1998,866,SBrkr,1779,2,Attchd,2,546,NA,NA,197900
1168,5,1925,884,SBrkr,1348,1,Detchd,1,216,NA,NA,117000
1169,7,2000,1630,SBrkr,1630,2,Attchd,2,451,NA,NA,213000
1170,5,1975,1056,SBrkr,1074,1,Attchd,2,495,MnPrv,NA,153500
1171,7,1990,2158,SBrkr,2196,2,Attchd,3,701,NA,NA,271900
1172,4,1966,1056,SBrkr,1056,1,Detchd,1,384,MnPrv,NA,107000
1173,6,2003,1682,SBrkr,1700,2,Attchd,2,544,NA,NA,200000
1174,5,1962,931,SBrkr,1283,1,Detchd,2,506,NA,NA,140000
1175,8,2006,1660,SBrkr,1660,2,Attchd,2,500,NA,NA,290000
1176,6,1992,1055,SBrkr,1845,2,Attchd,2,462,GdPrv,Shed,189000
1177,8,1988,559,SBrkr,1752,2,Basment,2,492,NA,NA,164000
1178,4,1941,672,SBrkr,672,1,Attchd,1,234,NA,NA,113000
1179,4,1965,648,SBrkr,960,0,NA,1,364,NA,NA,145000
1180,5,1962,925,SBrkr,999,1,Attchd,1,300,NA,NA,134500
1181,5,1966,894,SBrkr,894,1,Detchd,1,384,MnPrv,NA,125000
1182,6,1978,0,SBrkr,1902,2,Attchd,2,539,NA,NA,112000
1183,8,2009,1300,SBrkr,1314,2,Attchd,2,552,NA,NA,229456
1184,4,1947,0,SBrkr,912,1,NA,0,0,NA,NA,80500
1185,6,1971,672,SBrkr,1218,1,NA,0,0,NA,NA,91500
1186,5,1964,912,SBrkr,912,1,Attchd,1,288,NA,NA,115000
1187,5,1968,952,SBrkr,1211,1,NA,1,322,NA,NA,134000
1188,6,1949,1040,SBrkr,1846,2,Attchd,1,315,GdWo,NA,143000
1189,7,2004,788,SBrkr,1490,2,Attchd,2,388,NA,NA,184000
1190,6,1958,588,SBrkr,1138,1,Attchd,1,264,MnWw,NA,145000
1191,6,2007,894,SBrkr,1933,2,BuiltIn,3,668,NA,NA,214000
1192,5,1965,912,SBrkr,912,1,Detchd,2,576,NA,NA,147000
1193,9,2008,1702,SBrkr,1702,1,Attchd,3,1052,NA,NA,367294
1194,5,1960,1075,SBrkr,1507,2,Basment,1,404,GdWo,NA,127000
1195,5,1977,1361,SBrkr,2620,2,BuiltIn,2,600,NA,Gar2,190000
1196,5,1962,1106,SBrkr,1190,1,Attchd,2,540,GdWo,NA,132500
1197,4,1962,0,SBrkr,1224,2,CarPort,2,462,NA,NA,101800
1198,5,1959,1188,SBrkr,1188,1,Attchd,2,531,MnPrv,NA,142000
1199,5,1911,940,FuseA,1964,1,NA,0,0,NA,NA,130000
1200,5,1914,747,FuseF,1784,1,Detchd,1,180,NA,NA,138887
1201,7,2003,764,SBrkr,1626,2,BuiltIn,2,474,NA,NA,175500
1202,7,2004,847,SBrkr,1948,2,BuiltIn,2,434,NA,NA,195000
1203,6,2005,1141,SBrkr,1141,1,Detchd,2,484,NA,NA,142500
1204,8,2006,1476,SBrkr,1484,2,Attchd,2,472,NA,NA,265900
1205,7,2003,884,SBrkr,1768,2,Attchd,2,543,NA,NA,224900
1206,7,2007,1689,SBrkr,1689,2,Attchd,3,954,NA,NA,248328
1207,7,1974,1053,SBrkr,1173,2,Attchd,2,528,MnPrv,NA,170000
1208,10,2006,2076,SBrkr,2076,2,Attchd,3,850,NA,NA,465000
1209,8,1929,792,SBrkr,1517,1,Detchd,2,400,NA,NA,230000
1210,6,1984,585,SBrkr,1868,3,BuiltIn,2,477,NA,NA,178000
1211,7,2005,756,SBrkr,1553,2,Attchd,2,615,NA,NA,186500
1212,6,1976,1012,SBrkr,1034,1,Attchd,3,888,NA,NA,169900
1213,6,1917,735,SBrkr,2058,1,Detchd,2,396,NA,NA,129500
1214,5,1950,876,SBrkr,988,1,NA,1,276,NA,NA,119000
1215,7,1968,2110,SBrkr,2110,2,Attchd,2,522,NA,NA,244000
1216,7,2003,1405,SBrkr,1405,2,Attchd,2,478,NA,NA,171750
1217,5,1968,864,SBrkr,874,1,Attchd,1,288,GdWo,Shed,130000
1218,7,1974,1192,SBrkr,2167,2,Attchd,2,518,MnPrv,NA,294000
1219,7,2003,746,SBrkr,1656,2,BuiltIn,2,397,NA,NA,165400
1220,6,1931,884,FuseA,1367,1,Detchd,1,560,NA,NA,127500
1221,8,1994,1986,SBrkr,1987,2,Attchd,2,691,NA,NA,301500
1222,5,1922,864,SBrkr,864,1,NA,0,0,NA,NA,99900
1223,7,2005,856,SBrkr,1166,2,Attchd,2,400,NA,NA,190000
1224,6,1969,1054,SBrkr,1054,1,Attchd,2,460,NA,NA,151000
1225,6,1999,841,SBrkr,1675,2,BuiltIn,2,502,NA,NA,181000
1226,5,1956,1050,SBrkr,1050,1,Attchd,1,338,NA,NA,128900
1227,4,1957,1104,FuseA,1788,1,Attchd,1,304,NA,NA,161500
1228,6,1919,764,FuseA,1824,1,Detchd,2,520,GdPrv,NA,180500
1229,6,1998,1405,SBrkr,1337,2,Attchd,2,511,NA,NA,181000
1230,7,1910,925,FuseF,1889,1,Detchd,1,308,MnPrv,NA,122000
1231,9,2008,2002,SBrkr,2018,2,Attchd,3,746,NA,NA,378500
1232,8,1935,728,SBrkr,3447,3,BuiltIn,3,1014,GdWo,NA,381000
1233,5,1958,874,FuseA,1524,1,Attchd,1,315,GdWo,NA,144000
1234,7,1979,1332,SBrkr,1524,0,Attchd,2,586,NA,NA,260000
1235,6,1968,1489,SBrkr,1489,2,Attchd,2,462,NA,NA,185750
1236,5,1965,935,SBrkr,935,1,Attchd,1,288,MnPrv,NA,137000
1237,6,1959,1019,SBrkr,1357,1,Basment,1,312,GdPrv,NA,177000
1238,5,1910,661,SBrkr,1250,2,Detchd,2,552,NA,NA,139000
1239,5,1948,928,FuseA,1920,2,Detchd,2,400,NA,NA,137000
1240,6,1972,723,SBrkr,1395,1,Attchd,2,497,NA,NA,162000
1241,6,1967,1680,SBrkr,1724,1,Attchd,2,480,NA,NA,197900
1242,8,2002,1128,SBrkr,2031,2,Attchd,2,577,NA,NA,237000
1243,4,1920,698,FuseA,1128,1,Detchd,2,528,NA,NA,68400
1244,7,2002,1573,SBrkr,1573,2,Attchd,2,544,NA,NA,227000
1245,7,1990,1309,SBrkr,1339,2,Attchd,2,484,NA,NA,180000
1246,5,1977,1040,SBrkr,1040,2,Detchd,2,484,NA,NA,150500
1247,6,1971,912,SBrkr,1824,2,NA,0,0,NA,NA,139000
1248,6,1919,804,SBrkr,2447,2,Detchd,1,336,NA,NA,169000
1249,6,1939,780,FuseF,1412,1,Detchd,1,280,NA,NA,132500
1250,6,1963,1328,SBrkr,1328,1,Attchd,2,528,NA,NA,143000
1251,5,1964,1624,SBrkr,1582,2,Attchd,2,390,NA,NA,190000
1252,8,2000,1501,SBrkr,1659,2,Attchd,2,499,NA,NA,278000
1253,8,2006,1085,SBrkr,1970,2,BuiltIn,3,753,NA,NA,281000
1254,5,1964,1152,SBrkr,1152,1,Attchd,2,484,NA,NA,180500
1255,5,1972,630,SBrkr,1302,2,Detchd,1,264,NA,NA,119500
1256,5,1892,994,SBrkr,2372,2,NA,1,432,NA,NA,107500
1257,7,1976,832,SBrkr,1664,2,Attchd,2,528,GdWo,NA,162900
1258,5,1968,1052,SBrkr,1052,1,Attchd,1,288,GdWo,NA,138500
1259,5,1963,1120,SBrkr,1128,2,Attchd,2,525,MnPrv,NA,155000
1260,6,2005,547,SBrkr,1072,2,Basment,2,525,NA,NA,140000
1261,10,2008,6110,SBrkr,5642,2,Attchd,2,1418,NA,NA,160000
1262,5,1959,1246,SBrkr,1246,1,Attchd,1,305,GdPrv,NA,154000
1263,7,1999,978,SBrkr,1983,2,Attchd,2,490,NA,NA,225000
1264,6,1942,771,SBrkr,1494,1,NA,1,213,NA,NA,177500
1265,8,1994,1165,SBrkr,2526,2,Attchd,3,844,NA,NA,290000
1266,7,2005,1616,SBrkr,1616,2,Attchd,3,834,NA,NA,232000
1267,7,2004,976,SBrkr,1708,2,Detchd,2,380,NA,NA,130000
1268,9,2006,1652,SBrkr,1652,2,Attchd,2,840,NA,NA,325000
1269,7,2005,1368,SBrkr,1368,2,Attchd,2,474,NA,NA,202500
1270,5,1994,990,SBrkr,990,1,Detchd,2,480,NA,NA,138000
1271,5,1948,924,SBrkr,1122,1,Attchd,2,528,GdWo,NA,147000
1272,6,1991,1278,SBrkr,1294,2,Attchd,2,496,GdWo,NA,179200
1273,7,1959,1902,SBrkr,1902,2,Attchd,2,567,NA,NA,335000
1274,7,2005,1274,SBrkr,1274,2,Attchd,2,508,NA,NA,203000
1275,8,1990,1453,SBrkr,2810,2,Attchd,2,750,NA,NA,302000
1276,9,1999,1393,SBrkr,2599,2,BuiltIn,3,779,NA,NA,333168
1277,4,1954,948,SBrkr,948,1,Detchd,1,280,NA,NA,119000
1278,6,1969,952,SBrkr,2112,2,Attchd,2,576,NA,NA,206900
1279,8,2008,1622,SBrkr,1630,2,Attchd,3,860,NA,NA,295493
1280,7,2006,1352,SBrkr,1352,2,Attchd,2,466,NA,NA,208900
1281,8,2001,1753,SBrkr,1787,2,Attchd,3,748,NA,NA,275000
1282,4,1954,864,SBrkr,948,1,Attchd,1,248,NA,NA,111000
1283,6,1957,1478,SBrkr,1478,1,Attchd,2,442,NA,NA,156500
1284,3,1949,0,SBrkr,720,1,Detchd,1,287,NA,NA,72500
1285,7,1992,750,SBrkr,1923,2,Attchd,2,564,NA,NA,190000
1286,4,1940,420,SBrkr,708,1,NA,0,0,NA,NA,82500
1287,8,2006,1795,SBrkr,1795,2,Attchd,3,895,NA,NA,147000
1288,4,1922,796,SBrkr,796,1,NA,0,0,MnPrv,NA,55000
1289,3,1931,544,SBrkr,774,1,NA,0,0,NA,NA,79000
1290,5,1982,816,SBrkr,816,1,Attchd,1,264,MnPrv,NA,130500
1291,6,1920,1510,SBrkr,2792,2,Detchd,2,520,MnPrv,Shed,256000
1292,7,1998,935,SBrkr,1632,2,Attchd,2,462,NA,NA,176500
1293,8,2006,1588,SBrkr,1588,2,Attchd,3,825,NA,NA,227000
1294,5,1976,911,SBrkr,954,1,Detchd,2,576,NA,NA,132500
1295,4,1938,816,SBrkr,816,1,Detchd,1,288,NA,NA,100000
1296,5,1938,803,SBrkr,1360,1,Detchd,1,297,MnPrv,NA,125500
1297,5,1970,765,SBrkr,1365,1,Attchd,2,440,NA,NA,125000
1298,6,1977,1350,SBrkr,1334,2,Attchd,2,630,NA,NA,167900
1299,4,1941,693,FuseA,693,1,NA,0,0,NA,NA,52500
1300,7,2002,916,SBrkr,1861,2,BuiltIn,2,492,NA,NA,200000
1301,5,1972,864,SBrkr,864,1,Attchd,1,288,NA,NA,128500
1302,4,1971,858,SBrkr,872,1,Detchd,4,480,GdWo,NA,123000
1303,6,2003,1114,SBrkr,1114,1,Detchd,2,576,NA,NA,155000
1304,8,2002,1284,SBrkr,2169,2,Attchd,2,647,NA,NA,228500
1305,6,1928,896,SBrkr,1913,1,Detchd,2,342,NA,NA,177000
1306,7,2006,728,SBrkr,1456,2,Attchd,2,440,NA,NA,155835
1307,4,1920,960,FuseA,960,1,Detchd,1,308,NA,NA,108500
1308,7,1968,1568,SBrkr,2156,2,Attchd,2,508,NA,NA,262500
1309,8,2006,1732,SBrkr,1776,2,Attchd,3,712,NA,NA,283463
1310,7,1998,1482,SBrkr,1494,2,Attchd,2,514,NA,NA,215000
1311,8,1872,684,SBrkr,2358,2,NA,0,0,NA,NA,122000
1312,5,1969,1248,SBrkr,2634,2,Detchd,4,968,NA,NA,200000
1313,6,1962,858,SBrkr,1716,1,Attchd,2,490,NA,NA,171000
1314,6,1937,698,SBrkr,1176,1,Detchd,2,624,NA,NA,134900
1315,8,1995,2033,SBrkr,3238,2,Attchd,3,666,NA,NA,410000
1316,7,2000,992,SBrkr,1865,2,Attchd,3,839,NA,NA,235000
1317,7,1968,570,SBrkr,1920,3,Attchd,2,487,GdPrv,NA,170000
1318,5,1966,864,SBrkr,892,1,NA,1,264,GdWo,NA,110000
1319,5,1971,1078,SBrkr,1078,1,Attchd,2,500,NA,NA,149900
1320,9,2004,1980,SBrkr,1980,2,Attchd,3,770,NA,NA,315000
1321,5,1921,612,SBrkr,2601,3,BuiltIn,2,621,NA,NA,189000
1322,7,2005,1530,SBrkr,1530,2,Attchd,2,430,NA,NA,260000
1323,4,1920,715,SBrkr,1738,2,Attchd,1,368,NA,NA,104900
1324,6,2006,616,SBrkr,1412,2,BuiltIn,2,432,NA,NA,156932
1325,7,2005,600,SBrkr,1200,2,Detchd,2,480,NA,NA,144152
1326,7,2000,814,SBrkr,1674,2,Attchd,2,663,NA,NA,216000
1327,7,1999,873,SBrkr,1790,2,Attchd,2,588,NA,NA,193000
1328,5,1977,757,SBrkr,1475,2,Attchd,1,336,NA,NA,127000
1329,6,2003,848,SBrkr,848,1,Attchd,2,420,NA,NA,144000
1330,8,2003,1657,SBrkr,1668,2,Attchd,2,502,NA,NA,232000
1331,4,1920,840,SBrkr,1374,1,Detchd,1,338,NA,NA,105000
1332,6,1955,992,SBrkr,1661,1,BuiltIn,1,377,MnPrv,NA,165500
1333,7,1998,1108,SBrkr,2097,2,Detchd,2,583,NA,NA,274300
1334,10,2001,2633,SBrkr,2633,2,Attchd,3,804,NA,NA,466500
1335,7,2005,1026,SBrkr,1958,2,Attchd,3,936,NA,NA,250000
1336,8,2007,1571,SBrkr,1571,2,Attchd,3,722,NA,NA,239000
1337,6,1930,768,SBrkr,790,1,Detchd,1,160,NA,NA,91000
1338,5,1941,984,SBrkr,1604,2,Detchd,2,660,NA,NA,117000
1339,6,1973,483,SBrkr,987,1,Detchd,1,264,NA,NA,83000
1340,5,2006,384,NA,1394,2,BuiltIn,2,400,NA,NA,167500
1341,3,1914,864,FuseF,864,1,Detchd,1,200,NA,NA,58500
1342,6,1970,1205,SBrkr,2117,2,Attchd,2,550,NA,NA,237500
1343,7,1920,596,SBrkr,1762,1,Detchd,2,576,NA,NA,157000
1344,5,1918,816,SBrkr,1416,2,Attchd,2,576,NA,NA,112000
1345,6,1939,560,SBrkr,1258,1,Detchd,1,280,MnPrv,NA,105000
1346,4,1922,796,SBrkr,1154,1,Detchd,1,240,MnPrv,NA,125500
1347,7,1978,1392,SBrkr,2784,3,Attchd,2,564,MnPrv,TenC,250000
1348,6,1916,714,SBrkr,2526,2,Detchd,1,216,GdWo,NA,136000
1349,9,2006,1746,SBrkr,1746,2,Attchd,3,758,NA,NA,377500
1350,6,1941,735,SBrkr,1218,1,Detchd,2,440,NA,NA,131000
1351,7,2000,1525,SBrkr,1525,2,Attchd,2,541,NA,NA,235000
1352,5,1967,1584,SBrkr,1584,2,Detchd,3,792,NA,NA,124000
1353,5,1967,864,SBrkr,900,1,Attchd,1,288,MnWw,NA,123000
1354,7,2006,1356,SBrkr,1500,2,Attchd,3,648,NA,NA,246578
1355,8,2005,1094,SBrkr,2482,2,BuiltIn,3,642,NA,NA,281213
1356,5,1948,747,SBrkr,1687,1,Detchd,2,572,NA,NA,160000
1357,5,1920,939,SBrkr,1513,1,Detchd,1,180,NA,NA,137500
1358,5,1950,1208,FuseA,1904,1,NA,1,240,GdPrv,NA,138000
1359,6,1925,976,SBrkr,1608,2,Detchd,1,216,MnPrv,NA,137450
1360,6,1929,862,SBrkr,1158,1,BuiltIn,1,208,NA,NA,120000
1361,6,2004,839,SBrkr,1593,2,Attchd,2,398,NA,NA,193000
1362,7,2006,1286,SBrkr,1294,2,Attchd,2,662,NA,NA,193879
1363,8,2007,1485,SBrkr,1464,2,Attchd,3,754,NA,NA,282922
1364,3,1915,672,SBrkr,1214,1,Detchd,3,936,MnPrv,NA,105000
1365,8,2004,1594,SBrkr,1646,2,Attchd,2,482,NA,NA,275000
1366,5,1972,768,SBrkr,768,1,Detchd,2,396,MnPrv,NA,133000
1367,5,1985,833,SBrkr,833,1,NA,0,0,MnPrv,NA,112000
1368,4,1910,622,SBrkr,1363,1,Detchd,2,528,NA,NA,125500
1369,7,1986,791,SBrkr,2093,2,Attchd,2,542,MnPrv,NA,215000
1370,7,2001,944,SBrkr,1840,2,Attchd,2,622,NA,NA,230000
1371,6,1950,856,SBrkr,1668,1,Attchd,1,271,MnPrv,NA,140000
1372,4,1949,0,FuseF,1040,2,Detchd,2,420,NA,NA,90000
1373,8,2005,1844,SBrkr,1844,2,Attchd,2,620,NA,NA,257000
1374,6,1923,833,SBrkr,1848,1,Detchd,2,370,NA,NA,207000
1375,7,2007,1386,SBrkr,1569,2,Attchd,3,660,NA,NA,175900
1376,4,1885,777,SBrkr,2290,2,Detchd,2,560,NA,NA,122500
1377,8,1998,1284,SBrkr,2450,2,Attchd,3,1069,NA,NA,340000
1378,5,1963,1144,SBrkr,1144,1,Detchd,1,336,NA,NA,124000
1379,6,1969,1844,SBrkr,1844,2,Attchd,2,540,NA,NA,223000
1380,6,1968,708,SBrkr,1416,2,Attchd,2,776,NA,NA,179900
1381,6,1977,1069,SBrkr,1069,2,Attchd,2,440,NA,NA,127500
1382,6,2003,848,SBrkr,848,1,Attchd,2,420,NA,NA,136500
1383,6,1966,697,SBrkr,2201,2,Attchd,2,432,GdPrv,NA,274970
1384,5,1958,1024,SBrkr,1344,1,Detchd,1,484,GdWo,NA,144000
1385,6,1959,1252,SBrkr,1252,1,Detchd,2,528,NA,NA,142000
1386,7,1994,1223,SBrkr,2127,2,Attchd,2,525,NA,NA,271000
1387,5,1945,913,FuseA,1558,1,Attchd,1,288,NA,NA,140000
1388,5,1940,788,SBrkr,804,1,NA,1,240,MnPrv,NA,119000
1389,6,1981,1440,SBrkr,1440,2,Attchd,2,467,NA,NA,182900
1390,5,2005,732,SBrkr,1838,2,BuiltIn,2,372,NA,NA,192140
1391,6,1976,958,SBrkr,958,2,Attchd,2,440,NA,NA,143750
1392,4,1927,656,SBrkr,968,2,Detchd,1,216,NA,NA,64500
1393,6,2000,936,SBrkr,1792,2,Attchd,2,451,NA,NA,186500
1394,5,1977,1126,SBrkr,1126,2,Attchd,2,484,NA,NA,160000
1395,6,1962,1319,SBrkr,1537,1,Attchd,2,462,GdPrv,NA,174000
1396,8,2008,1932,SBrkr,1932,2,Attchd,3,774,NA,NA,394617
1397,6,1957,912,FuseA,1236,1,Attchd,2,923,MnPrv,NA,149700
1398,7,1979,539,SBrkr,1725,2,Attchd,2,550,NA,NA,197000
1399,6,1922,588,SBrkr,2555,2,Detchd,2,672,NA,NA,191000
1400,6,2004,848,SBrkr,848,1,Attchd,2,420,NA,NA,149300
1401,10,2008,1017,SBrkr,2007,2,Attchd,3,812,NA,NA,310000
1402,6,1916,952,FuseF,952,1,Detchd,1,192,NA,NA,121000
1403,7,2004,1422,SBrkr,1422,2,Attchd,2,626,NA,NA,179600
1404,6,1966,814,SBrkr,913,1,Detchd,1,240,NA,NA,129000
1405,5,1962,1188,SBrkr,1188,1,Attchd,1,312,NA,NA,157900
1406,8,1995,1220,SBrkr,2090,2,Attchd,2,556,NA,NA,240000
1407,4,1910,560,SBrkr,1346,1,Detchd,1,384,GdWo,NA,112000
1408,5,1970,630,SBrkr,630,1,NA,0,0,NA,NA,92000
1409,5,1974,896,SBrkr,1792,2,NA,0,0,NA,NA,136000
1410,8,2008,1573,SBrkr,1578,2,Attchd,3,840,NA,NA,287090
1411,5,2005,547,SBrkr,1072,1,Basment,2,525,NA,NA,145000
1412,5,2006,1140,SBrkr,1140,1,NA,0,0,NA,NA,84500
1413,7,2004,1221,SBrkr,1221,2,Attchd,2,400,NA,NA,185000
1414,6,1999,953,SBrkr,1647,2,Attchd,2,460,NA,NA,175000
1415,6,1978,1542,SBrkr,2073,2,Attchd,2,500,MnPrv,NA,210000
1416,7,1941,1152,SBrkr,2340,2,Attchd,1,252,GdPrv,Shed,266500
1417,5,1950,1078,FuseA,1078,1,NA,1,240,NA,NA,142125
1418,5,1965,1256,SBrkr,1256,1,Attchd,1,276,NA,NA,147500
